,rv_dt,value,category,rv_seen
0,2022-01-01,92.33,Non Open Resolvers,36586
1,2022-01-02,92.29,Non Open Resolvers,37356
2,2022-01-03,92.21,Non Open Resolvers,39475
3,2022-01-04,90.69,Non Open Resolvers,38052
4,2022-01-05,90.26,Non Open Resolvers,39981
5,2022-01-06,90.0,Non Open Resolvers,41103
6,2022-01-07,90.86,Non Open Resolvers,41024
7,2022-01-08,92.27,Non Open Resolvers,40060
8,2022-01-09,92.44,Non Open Resolvers,41007
9,2022-01-10,91.07,Non Open Resolvers,40784
10,2022-01-11,91.15,Non Open Resolvers,40671
11,2022-01-12,91.25,Non Open Resolvers,38654
12,2022-01-13,90.93,Non Open Resolvers,39172
13,2022-01-14,91.11,Non Open Resolvers,38354
14,2022-01-15,91.76,Non Open Resolvers,36463
15,2022-01-16,91.52,Non Open Resolvers,39032
16,2022-01-17,90.63,Non Open Resolvers,39568
17,2022-01-18,90.84,Non Open Resolvers,39477
18,2022-01-19,90.84,Non Open Resolvers,36419
19,2022-01-20,90.76,Non Open Resolvers,35273
20,2022-01-21,90.29,Non Open Resolvers,34730
21,2022-01-22,91.78,Non Open Resolvers,36390
22,2022-01-23,91.51,Non Open Resolvers,37635
23,2022-01-24,90.43,Non Open Resolvers,37145
24,2022-01-25,91.36,Non Open Resolvers,36578
25,2022-01-26,92.27,Non Open Resolvers,35117
26,2022-01-27,90.78,Non Open Resolvers,33808
27,2022-01-28,91.14,Non Open Resolvers,35097
28,2022-01-29,92.32,Non Open Resolvers,33587
29,2022-01-30,92.39,Non Open Resolvers,37873
30,2022-01-31,91.04,Non Open Resolvers,33687
31,2022-02-01,90.21,Non Open Resolvers,35139
32,2022-02-02,91.0,Non Open Resolvers,37827
33,2022-02-03,90.43,Non Open Resolvers,35658
34,2022-02-04,88.82,Non Open Resolvers,38543
35,2022-02-05,91.9,Non Open Resolvers,37107
36,2022-02-06,92.0,Non Open Resolvers,39219
37,2022-02-07,90.4,Non Open Resolvers,36186
38,2022-02-08,92.01,Non Open Resolvers,42126
39,2022-02-09,92.07,Non Open Resolvers,39126
40,2022-02-10,91.99,Non Open Resolvers,41517
41,2022-02-11,91.91,Non Open Resolvers,39051
42,2022-02-12,92.46,Non Open Resolvers,51645
43,2022-02-13,92.69,Non Open Resolvers,46228
44,2022-02-14,91.75,Non Open Resolvers,39874
45,2022-02-15,91.0,Non Open Resolvers,41591
46,2022-02-16,91.23,Non Open Resolvers,46230
47,2022-02-17,90.17,Non Open Resolvers,40495
48,2022-02-18,92.27,Non Open Resolvers,38377
49,2022-02-19,92.38,Non Open Resolvers,44884
50,2022-02-20,92.4,Non Open Resolvers,47173
51,2022-02-21,91.17,Non Open Resolvers,46964
52,2022-02-22,91.21,Non Open Resolvers,43434
53,2022-02-23,91.7,Non Open Resolvers,46374
54,2022-02-24,91.24,Non Open Resolvers,43190
55,2022-02-25,91.83,Non Open Resolvers,43830
56,2022-02-26,93.13,Non Open Resolvers,51216
57,2022-02-27,92.5,Non Open Resolvers,51157
58,2022-02-28,91.86,Non Open Resolvers,48755
59,2022-03-01,91.36,Non Open Resolvers,45208
60,2022-03-02,91.91,Non Open Resolvers,42456
61,2022-03-03,90.43,Non Open Resolvers,35211
62,2022-03-04,91.34,Non Open Resolvers,34506
63,2022-03-05,91.82,Non Open Resolvers,35596
64,2022-03-06,91.73,Non Open Resolvers,39081
65,2022-03-07,91.05,Non Open Resolvers,36868
66,2022-03-08,89.82,Non Open Resolvers,35257
67,2022-03-09,90.26,Non Open Resolvers,33093
68,2022-03-10,90.05,Non Open Resolvers,33784
69,2022-03-11,90.66,Non Open Resolvers,32491
70,2022-03-12,92.03,Non Open Resolvers,35166
71,2022-03-13,92.39,Non Open Resolvers,38341
72,2022-03-14,91.24,Non Open Resolvers,37630
73,2022-03-15,91.07,Non Open Resolvers,37797
74,2022-03-16,90.44,Non Open Resolvers,36665
75,2022-03-17,90.78,Non Open Resolvers,33827
76,2022-03-18,91.48,Non Open Resolvers,33923
77,2022-03-19,91.32,Non Open Resolvers,39621
78,2022-03-20,91.41,Non Open Resolvers,40432
79,2022-03-21,90.48,Non Open Resolvers,38194
80,2022-03-22,90.64,Non Open Resolvers,38335
81,2022-03-23,90.88,Non Open Resolvers,39415
82,2022-03-24,92.05,Non Open Resolvers,46164
83,2022-03-25,91.56,Non Open Resolvers,41991
84,2022-03-26,93.13,Non Open Resolvers,43971
85,2022-03-27,91.76,Non Open Resolvers,45339
86,2022-03-28,91.6,Non Open Resolvers,41693
87,2022-03-29,91.07,Non Open Resolvers,41696
88,2022-03-30,90.29,Non Open Resolvers,38391
89,2022-03-31,90.75,Non Open Resolvers,39221
90,2022-04-01,91.25,Non Open Resolvers,41211
91,2022-04-02,92.32,Non Open Resolvers,46187
92,2022-04-03,92.59,Non Open Resolvers,50990
93,2022-04-04,91.84,Non Open Resolvers,45424
94,2022-04-05,90.92,Non Open Resolvers,45973
95,2022-04-06,92.08,Non Open Resolvers,54746
96,2022-04-07,91.53,Non Open Resolvers,49195
97,2022-04-08,90.93,Non Open Resolvers,57007
98,2022-04-09,92.25,Non Open Resolvers,64273
99,2022-04-10,93.17,Non Open Resolvers,73665
100,2022-04-11,92.92,Non Open Resolvers,68165
101,2022-04-12,92.51,Non Open Resolvers,61764
102,2022-04-13,92.54,Non Open Resolvers,57636
103,2022-04-14,92.32,Non Open Resolvers,51863
104,2022-04-15,92.55,Non Open Resolvers,64334
105,2022-04-16,92.68,Non Open Resolvers,58241
106,2022-04-17,93.49,Non Open Resolvers,63940
107,2022-04-18,93.41,Non Open Resolvers,75557
108,2022-04-19,93.15,Non Open Resolvers,70427
109,2022-04-20,92.68,Non Open Resolvers,62451
110,2022-04-21,92.59,Non Open Resolvers,58811
111,2022-04-22,92.6,Non Open Resolvers,53242
112,2022-04-23,93.18,Non Open Resolvers,53537
113,2022-04-24,93.59,Non Open Resolvers,62488
114,2022-04-25,92.99,Non Open Resolvers,73063
115,2022-04-26,92.71,Non Open Resolvers,63357
116,2022-04-27,92.89,Non Open Resolvers,66435
117,2022-04-28,92.05,Non Open Resolvers,66056
118,2022-04-29,92.83,Non Open Resolvers,56782
119,2022-04-30,93.16,Non Open Resolvers,58033
120,2022-05-01,92.74,Non Open Resolvers,60936
121,2022-05-02,92.5,Non Open Resolvers,58777
122,2022-05-03,91.65,Non Open Resolvers,51420
123,2022-05-04,91.65,Non Open Resolvers,44048
124,2022-05-05,92.0,Non Open Resolvers,47820
125,2022-05-06,92.19,Non Open Resolvers,46205
126,2022-05-07,92.47,Non Open Resolvers,51555
127,2022-05-08,92.71,Non Open Resolvers,52033
128,2022-05-09,91.89,Non Open Resolvers,53348
129,2022-05-10,91.83,Non Open Resolvers,50642
130,2022-05-12,91.92,Non Open Resolvers,56839
131,2022-05-13,92.4,Non Open Resolvers,53379
132,2022-05-14,93.15,Non Open Resolvers,63342
133,2022-05-15,93.18,Non Open Resolvers,65684
134,2022-05-16,92.19,Non Open Resolvers,58871
135,2022-05-17,92.17,Non Open Resolvers,52578
136,2022-05-18,92.06,Non Open Resolvers,47693
137,2022-05-19,92.07,Non Open Resolvers,46864
138,2022-05-20,92.47,Non Open Resolvers,46440
139,2022-05-21,93.2,Non Open Resolvers,53336
140,2022-05-22,92.96,Non Open Resolvers,62577
141,2022-05-23,92.01,Non Open Resolvers,47625
142,2022-05-24,91.53,Non Open Resolvers,46645
143,2022-05-25,91.98,Non Open Resolvers,54740
144,2022-05-26,92.32,Non Open Resolvers,51497
145,2022-05-27,92.37,Non Open Resolvers,52434
146,2022-05-28,91.7,Non Open Resolvers,57395
147,2022-05-29,93.0,Non Open Resolvers,66011
148,2022-05-30,92.47,Non Open Resolvers,61377
149,2022-05-31,92.06,Non Open Resolvers,58832
150,2022-06-01,91.81,Non Open Resolvers,55536
151,2022-06-02,92.46,Non Open Resolvers,53395
152,2022-06-03,92.43,Non Open Resolvers,50913
153,2022-06-04,93.27,Non Open Resolvers,63773
154,2022-06-05,93.4,Non Open Resolvers,70226
155,2022-06-06,92.25,Non Open Resolvers,60741
156,2022-06-07,91.89,Non Open Resolvers,54230
157,2022-06-08,91.46,Non Open Resolvers,51068
158,2022-06-09,91.91,Non Open Resolvers,51306
159,2022-06-10,91.81,Non Open Resolvers,53475
160,2022-06-11,92.94,Non Open Resolvers,62093
161,2022-06-12,93.17,Non Open Resolvers,65226
162,2022-06-13,92.29,Non Open Resolvers,69734
163,2022-06-14,92.06,Non Open Resolvers,58682
164,2022-06-15,92.15,Non Open Resolvers,56771
165,2022-06-16,92.58,Non Open Resolvers,52770
166,2022-06-17,92.29,Non Open Resolvers,52214
167,2022-06-18,92.83,Non Open Resolvers,57793
168,2022-06-19,92.03,Non Open Resolvers,54496
169,2022-06-20,92.17,Non Open Resolvers,53876
170,2022-06-21,91.87,Non Open Resolvers,47305
171,2022-06-22,91.63,Non Open Resolvers,41980
172,2022-06-23,91.58,Non Open Resolvers,39363
173,2022-06-24,92.34,Non Open Resolvers,38772
174,2022-06-25,92.24,Non Open Resolvers,43893
175,2022-06-26,91.96,Non Open Resolvers,46455
176,2022-06-27,91.66,Non Open Resolvers,47702
177,2022-06-28,91.55,Non Open Resolvers,45495
178,2022-06-29,91.67,Non Open Resolvers,47061
179,2022-06-30,92.34,Non Open Resolvers,49306
180,2022-07-01,92.1,Non Open Resolvers,54415
181,2022-07-02,92.8,Non Open Resolvers,56760
182,2022-07-03,93.2,Non Open Resolvers,67703
183,2022-07-04,92.55,Non Open Resolvers,64619
184,2022-07-05,91.98,Non Open Resolvers,62833
185,2022-07-06,92.09,Non Open Resolvers,59319
186,2022-07-07,91.46,Non Open Resolvers,54625
187,2022-07-08,91.85,Non Open Resolvers,54200
188,2022-07-09,91.36,Non Open Resolvers,54889
189,2022-07-10,92.52,Non Open Resolvers,55888
190,2022-07-11,91.31,Non Open Resolvers,53473
191,2022-07-12,91.63,Non Open Resolvers,51978
192,2022-07-13,91.07,Non Open Resolvers,46087
193,2022-07-14,91.86,Non Open Resolvers,51612
194,2022-07-15,91.79,Non Open Resolvers,45697
195,2022-07-16,92.91,Non Open Resolvers,56312
196,2022-07-17,92.63,Non Open Resolvers,60310
197,2022-07-18,91.36,Non Open Resolvers,51730
198,2022-07-19,91.68,Non Open Resolvers,45972
199,2022-07-20,91.53,Non Open Resolvers,50318
200,2022-07-21,91.07,Non Open Resolvers,48030
201,2022-07-22,92.4,Non Open Resolvers,45913
202,2022-07-23,92.93,Non Open Resolvers,49231
203,2022-07-24,92.38,Non Open Resolvers,47689
204,2022-07-25,91.65,Non Open Resolvers,46310
205,2022-07-26,92.02,Non Open Resolvers,49715
206,2022-07-27,91.67,Non Open Resolvers,58525
207,2022-07-28,92.67,Non Open Resolvers,59237
208,2022-07-29,92.19,Non Open Resolvers,57003
209,2022-07-30,92.74,Non Open Resolvers,59872
210,2022-07-31,92.64,Non Open Resolvers,76665
211,2022-08-01,91.67,Non Open Resolvers,70931
212,2022-08-02,92.6,Non Open Resolvers,56155
213,2022-08-03,90.73,Non Open Resolvers,47441
214,2022-08-04,91.71,Non Open Resolvers,14846
215,2022-08-05,92.92,Non Open Resolvers,55765
216,2022-08-06,93.34,Non Open Resolvers,81483
217,2022-08-07,92.46,Non Open Resolvers,85055
218,2022-08-08,91.92,Non Open Resolvers,81653
219,2022-08-09,91.71,Non Open Resolvers,70881
220,2022-08-10,92.08,Non Open Resolvers,79717
221,2022-08-11,92.02,Non Open Resolvers,82703
222,2022-08-12,92.31,Non Open Resolvers,103088
223,2022-08-13,92.8,Non Open Resolvers,118364
224,2022-08-14,93.06,Non Open Resolvers,114261
225,2022-08-15,92.6,Non Open Resolvers,108545
226,2022-08-16,91.98,Non Open Resolvers,103288
227,2022-08-17,92.42,Non Open Resolvers,100650
228,2022-08-18,92.29,Non Open Resolvers,97063
229,2022-08-19,92.02,Non Open Resolvers,91921
230,2022-08-20,92.47,Non Open Resolvers,107076
231,2022-08-21,92.74,Non Open Resolvers,110436
232,2022-08-22,91.99,Non Open Resolvers,105161
233,2022-08-23,92.36,Non Open Resolvers,99450
234,2022-08-24,91.76,Non Open Resolvers,93073
235,2022-08-25,91.51,Non Open Resolvers,90432
236,2022-08-26,90.02,Non Open Resolvers,93048
237,2022-08-27,90.56,Non Open Resolvers,114626
238,2022-08-28,91.03,Non Open Resolvers,118154
239,2022-08-29,90.63,Non Open Resolvers,116623
240,2022-08-30,89.66,Non Open Resolvers,114661
241,2022-08-31,91.24,Non Open Resolvers,105351
242,2022-09-01,88.4,Non Open Resolvers,91444
243,2022-09-02,91.53,Non Open Resolvers,89331
244,2022-09-03,92.62,Non Open Resolvers,84961
245,2022-09-05,91.4,Non Open Resolvers,82809
246,2022-09-06,92.07,Non Open Resolvers,87018
247,2022-09-07,91.7,Non Open Resolvers,84712
248,2022-09-08,91.5,Non Open Resolvers,90250
249,2022-09-09,90.96,Non Open Resolvers,81673
250,2022-09-10,92.12,Non Open Resolvers,79561
251,2022-09-11,92.17,Non Open Resolvers,86420
252,2022-09-12,91.44,Non Open Resolvers,81788
253,2022-09-13,90.51,Non Open Resolvers,83388
254,2022-09-14,89.92,Non Open Resolvers,76673
255,2022-09-15,89.6,Non Open Resolvers,74719
256,2022-09-16,89.57,Non Open Resolvers,81034
257,2022-09-17,91.58,Non Open Resolvers,87855
258,2022-09-18,91.69,Non Open Resolvers,88869
259,2022-09-19,91.29,Non Open Resolvers,82107
260,2022-09-20,92.05,Non Open Resolvers,101600
261,2022-09-21,92.59,Non Open Resolvers,150617
262,2022-09-22,93.32,Non Open Resolvers,221983
263,2022-09-23,92.9,Non Open Resolvers,209693
264,2022-09-24,93.4,Non Open Resolvers,241414
265,2022-09-25,93.5,Non Open Resolvers,224645
266,2022-09-26,93.47,Non Open Resolvers,222320
267,2022-09-27,93.2,Non Open Resolvers,217359
268,2022-09-28,93.2,Non Open Resolvers,203734
269,2022-09-29,92.71,Non Open Resolvers,194107
270,2022-09-30,92.22,Non Open Resolvers,200997
271,2022-10-01,93.38,Non Open Resolvers,217525
272,2022-10-02,93.44,Non Open Resolvers,247084
273,2022-10-03,93.43,Non Open Resolvers,262148
274,2022-10-04,93.46,Non Open Resolvers,247809
275,2022-10-05,93.36,Non Open Resolvers,248148
276,2022-10-06,93.1,Non Open Resolvers,231554
277,2022-10-07,93.18,Non Open Resolvers,216276
278,2022-10-08,93.19,Non Open Resolvers,232738
279,2022-10-09,93.28,Non Open Resolvers,259385
280,2022-10-10,93.17,Non Open Resolvers,247824
281,2022-10-11,93.01,Non Open Resolvers,213612
282,2022-10-12,93.05,Non Open Resolvers,218154
283,2022-10-13,92.79,Non Open Resolvers,213375
284,2022-10-14,92.99,Non Open Resolvers,208201
285,2022-10-15,93.4,Non Open Resolvers,214385
286,2022-10-16,93.32,Non Open Resolvers,240813
287,2022-10-17,93.0,Non Open Resolvers,221961
288,2022-10-18,92.72,Non Open Resolvers,204413
289,2022-10-19,92.85,Non Open Resolvers,204124
290,2022-10-20,92.54,Non Open Resolvers,198691
291,2022-10-21,92.76,Non Open Resolvers,202910
292,2022-10-22,92.88,Non Open Resolvers,224644
293,2022-10-23,92.93,Non Open Resolvers,251701
294,2022-10-24,92.76,Non Open Resolvers,237008
295,2022-10-25,92.59,Non Open Resolvers,189896
296,2022-10-26,92.68,Non Open Resolvers,182311
297,2022-10-27,92.6,Non Open Resolvers,184117
298,2022-10-28,92.72,Non Open Resolvers,175143
299,2022-10-29,93.25,Non Open Resolvers,210790
300,2022-10-30,93.26,Non Open Resolvers,209011
301,2022-10-31,92.99,Non Open Resolvers,238972
302,2022-11-01,93.07,Non Open Resolvers,223573
303,2022-11-02,92.97,Non Open Resolvers,239482
304,2022-11-03,93.14,Non Open Resolvers,237801
305,2022-11-04,93.1,Non Open Resolvers,237453
306,2022-11-05,93.29,Non Open Resolvers,246456
307,2022-11-06,93.24,Non Open Resolvers,238947
308,2022-11-07,92.87,Non Open Resolvers,235086
309,2022-11-08,92.95,Non Open Resolvers,242642
310,2022-11-09,92.7,Non Open Resolvers,208017
311,2022-11-10,92.96,Non Open Resolvers,224763
312,2022-11-11,92.9,Non Open Resolvers,229527
313,2022-11-12,93.25,Non Open Resolvers,275647
314,2022-11-13,93.28,Non Open Resolvers,283452
315,2022-11-14,92.85,Non Open Resolvers,243156
316,2022-11-15,93.1,Non Open Resolvers,221091
317,2022-11-16,92.85,Non Open Resolvers,249820
318,2022-11-17,93.11,Non Open Resolvers,245804
319,2022-11-18,93.08,Non Open Resolvers,223216
320,2022-11-19,93.29,Non Open Resolvers,272111
321,2022-11-20,93.32,Non Open Resolvers,282129
322,2022-11-21,93.1,Non Open Resolvers,243048
323,2022-11-22,92.76,Non Open Resolvers,186158
324,2022-11-23,92.83,Non Open Resolvers,162755
325,2022-11-24,92.92,Non Open Resolvers,147782
326,2022-11-25,92.62,Non Open Resolvers,109736
327,2022-11-26,92.67,Non Open Resolvers,125614
328,2022-11-27,92.91,Non Open Resolvers,135506
329,2022-11-28,92.49,Non Open Resolvers,139156
330,2022-11-29,92.57,Non Open Resolvers,174395
331,2022-11-30,92.7,Non Open Resolvers,190056
332,2022-12-01,95.02,Non Open Resolvers,161604
333,2022-12-02,95.04,Non Open Resolvers,133486
334,2022-12-03,95.07,Non Open Resolvers,131788
335,2022-12-04,95.47,Non Open Resolvers,173599
336,2022-12-05,95.04,Non Open Resolvers,188796
337,2022-12-06,95.39,Non Open Resolvers,221824
338,2022-12-07,95.53,Non Open Resolvers,220182
339,2022-12-08,94.88,Non Open Resolvers,134931
340,2022-12-09,95.12,Non Open Resolvers,99401
341,2022-12-10,95.4,Non Open Resolvers,121040
342,2022-12-11,95.44,Non Open Resolvers,150126
343,2022-12-12,94.67,Non Open Resolvers,150972
344,2022-12-13,94.17,Non Open Resolvers,149750
345,2022-12-14,94.33,Non Open Resolvers,143997
346,2022-12-15,94.61,Non Open Resolvers,126359
347,2022-12-16,94.66,Non Open Resolvers,126712
348,2022-12-17,95.14,Non Open Resolvers,145494
349,2022-12-18,95.13,Non Open Resolvers,156119
350,2022-12-19,94.98,Non Open Resolvers,168352
351,2022-12-20,94.81,Non Open Resolvers,154989
352,2022-12-21,94.69,Non Open Resolvers,156152
353,2022-12-22,94.65,Non Open Resolvers,141083
354,2022-12-23,94.74,Non Open Resolvers,135944
355,2022-12-24,94.87,Non Open Resolvers,117994
356,2022-12-25,94.08,Non Open Resolvers,94728
357,2022-12-26,95.28,Non Open Resolvers,149933
358,2022-12-27,95.44,Non Open Resolvers,174962
359,2022-12-28,95.32,Non Open Resolvers,177301
360,2022-12-29,95.19,Non Open Resolvers,171094
361,2022-12-30,95.16,Non Open Resolvers,158811
362,2022-12-31,95.09,Non Open Resolvers,146311
363,2023-01-01,92.55,Non Open Resolvers,190646
364,2023-01-02,92.68,Non Open Resolvers,174423
365,2023-01-03,95.47,Non Open Resolvers,162743
366,2023-01-04,95.38,Non Open Resolvers,167157
367,2023-01-05,95.25,Non Open Resolvers,174683
368,2023-01-06,95.48,Non Open Resolvers,198932
369,2023-01-07,95.54,Non Open Resolvers,166065
370,2023-01-08,95.39,Non Open Resolvers,185455
371,2023-01-09,95.11,Non Open Resolvers,206504
372,2023-01-10,92.28,Non Open Resolvers,222641
373,2023-01-11,95.19,Non Open Resolvers,199968
374,2023-01-12,95.27,Non Open Resolvers,194063
375,2023-01-13,95.16,Non Open Resolvers,187743
376,2023-01-14,95.37,Non Open Resolvers,212074
377,2023-01-15,95.41,Non Open Resolvers,218623
378,2023-01-16,95.58,Non Open Resolvers,275662
379,2023-01-17,95.65,Non Open Resolvers,284654
380,2023-01-18,95.47,Non Open Resolvers,285479
381,2023-01-19,95.37,Non Open Resolvers,264903
382,2023-01-20,95.38,Non Open Resolvers,244855
383,2023-01-21,95.46,Non Open Resolvers,249478
384,2023-01-22,95.63,Non Open Resolvers,259231
385,2023-01-23,95.35,Non Open Resolvers,258505
386,2023-01-24,95.04,Non Open Resolvers,228966
387,2023-01-25,93.93,Non Open Resolvers,60968
388,2023-01-26,94.23,Non Open Resolvers,67527
389,2023-01-27,94.19,Non Open Resolvers,60018
390,2023-01-28,93.8,Non Open Resolvers,60063
391,2023-01-31,94.93,Non Open Resolvers,307692
392,2023-02-01,95.07,Non Open Resolvers,317211
393,2023-02-07,94.92,Non Open Resolvers,309365
394,2023-02-08,95.05,Non Open Resolvers,298663
395,2023-02-09,95.11,Non Open Resolvers,332501
396,2023-02-10,95.09,Non Open Resolvers,275809
397,2023-02-11,95.28,Non Open Resolvers,324548
398,2023-02-12,95.22,Non Open Resolvers,345188
399,2023-02-13,94.27,Non Open Resolvers,331627
400,2023-02-14,93.37,Non Open Resolvers,303371
401,2023-02-15,93.0,Non Open Resolvers,280185
402,2023-02-16,93.96,Non Open Resolvers,284223
403,2023-02-17,94.9,Non Open Resolvers,273313
404,2023-02-18,95.13,Non Open Resolvers,326902
405,2023-02-19,95.31,Non Open Resolvers,333458
406,2023-02-20,95.03,Non Open Resolvers,285898
407,2023-02-21,95.16,Non Open Resolvers,244969
408,2023-02-22,95.09,Non Open Resolvers,250703
409,2023-02-23,95.13,Non Open Resolvers,250753
410,2023-02-24,95.42,Non Open Resolvers,232554
411,2023-02-25,95.61,Non Open Resolvers,250235
412,2023-02-26,95.79,Non Open Resolvers,261283
413,2023-02-27,95.21,Non Open Resolvers,251246
414,2023-02-28,95.13,Non Open Resolvers,242334
